DEPARTAMENTO;LOCALIDAD;CODIGO POSTAL
Soriano;Cueva del Tigre;75200
Soriano;Dolores;75100
Soriano;Duraznito;75200
Soriano;Egaña;75200
Soriano;El Aguila;75500
Soriano;El Tala;75000
Soriano;Espinillo;75100
Soriano;Garula;75500
Soriano;Grito de Asencio;75000
Soriano;José Enrique Rodo;75400
Soriano;La Concordia;75100
Soriano;La Laguna;75200
Soriano;La Loma;75100
Soriano;La Palma;75100
Soriano;Lares;70100
Soriano;Las Maulas;75100
Soriano;La Tabla;75000
Soriano;Lata del Perdido;75200
Soriano;Maciel;75100
Soriano;Mercedes;75000
Soriano;Monzon;75200
Soriano;Olivera;75500
Soriano;Palmar;75000
Soriano;Palmitas;75500
Soriano;Palo Solo;75100
Soriano;Parada Suárez;75400
Soriano;Paso de la Arena;75100
Soriano;Paso de Ramos;75100
Soriano;Pedro Chico;75500
Soriano;Perseverano;70100
Soriano;Progreso;75000
Soriano;Puntas de Arenales;70700
Soriano;Puntas de Durazno;75400
Soriano;Puntas del Tala;75200
Soriano;Puntas de San Salvador;75200
Soriano;Rincón de Cañada Nieto;75100
Soriano;Rincón de Cololo;75000
Soriano;Rincón de Ruiz;75100
Soriano;Risso;75200
Soriano;San Dios;75000
Soriano;San Martín;75400
Soriano;Santa Blanca;75000
Soriano;Santa Catalina;75300
Soriano;Sarandi Chico;75000
Soriano;Unidad Cooperaria No 1;75000
Soriano;Villa Alejandrina;70700
Soriano;Villa Darwin;75000
Soriano;Villa Soriano;75100
Soriano;Zanja Honda;75300
Tacuarembó;Achar;45000
Tacuarembó;Arroyo del Medio;45000
Tacuarembó;Ataque;45000
Tacuarembó;Balneario Iporá;45000
Tacuarembó;Bañado de Cañas;45000
Tacuarembó;Bañado de Rocha;45000
Tacuarembó;Barrio la Matutina;45000
Tacuarembó;Barrio Libertad;45000
Tacuarembó;Barrio Lopez;45000
Tacuarembó;Barrio Santangelo;45000
Tacuarembó;Barrio Torres;45000
Tacuarembó;Blanquillos;45000
Tacuarembó;Cañada del Estado;45200
Tacuarembó;Cañas;45000
Tacuarembó;Caraguata al Norte;45000
Tacuarembó;Cardoso;45100
Tacuarembó;Cardozo Chico;45100
Tacuarembó;Carpinteria;45200
Tacuarembó;Cerro Batovi;45000
Tacuarembó;Cerro Chato;45200
Tacuarembó;Cerro del Arbolito;45000
Tacuarembó;Cerro de Pastoreo;45000
Tacuarembó;Cerro de Pereira;45000
Tacuarembó;Cerros de Clara;45000
Tacuarembó;Chamberlain;45100
Tacuarembó;Charata;45000
Tacuarembó;Churchill;45100
Tacuarembó;Cinco Sauces;45000
Tacuarembó;Clara;45000
Tacuarembó;Clavijo;45000
Tacuarembó;Colman;45000
Tacuarembó;Costas de Caraguata;45000
Tacuarembó;Costas de Tres Cruces;45000
Tacuarembó;Coyo Martinez;45000
Tacuarembó;Cruz de los Caminos;45000
Tacuarembó;Cuchilla de la Casa de Piedra;45000
Tacuarembó;Cuchilla de la Palma;45000
Tacuarembó;Cuchilla de Laureles;45000
Tacuarembó;Cuchilla del Ombu;45000
Tacuarembó;Cuchilla de Peralta;45100
Tacuarembó;Curtina;45000
Tacuarembó;El Empalme;45000
Tacuarembó;Estación Menendez;45100
Tacuarembó;Frigorifico Modelo;45000
Tacuarembó;Heriberto;45000
Tacuarembó;La Aldea;45000
Tacuarembó;La Bolsa 01;45000
Tacuarembó;La Bolsa 02;45000
Tacuarembó;La Hilera;45000
Tacuarembó;Lambare;45000
Tacuarembó;La Palma;45000
Tacuarembó;La Pedrera;45000
Tacuarembó;Larrayos;45000
Tacuarembó;Las Arenas;45000
Tacuarembó;Las Chircas;45000
Tacuarembó;Las Pajas;45000
Tacuarembó;Las Toscas de Caraguata;45000
Tacuarembó;Laura;45000
Tacuarembó;Laureles;45000
Tacuarembó;Los Cerros;45200
Tacuarembó;Los Coitinhos;45000
Tacuarembó;Los Cuadrados;45000
Tacuarembó;Los Feos;45000
Tacuarembó;Los Furtados;45000
Tacuarembó;Los Garcia;45000
Tacuarembó;Los Gomez;45000
Tacuarembó;Los Laureles;45200
Tacuarembó;Los Malavares;45000
Tacuarembó;Los Ortices;45000
Tacuarembó;Los Rodriguez;45000
Tacuarembó;Los Rosanos;45000
Tacuarembó;Los Rosas;45000
Tacuarembó;Los Semper;45000
Tacuarembó;Los Vazquez;45000
Tacuarembó;Martinote;45000
Tacuarembó;Minuano;45000
Tacuarembó;Montevideo Chico;45000
Tacuarembó;Once Cerros;45000
Tacuarembó;Pampa;45000
Tacuarembó;Paso Bonilla;45000
Tacuarembó;Paso de Ceferino;45000
Tacuarembó;Paso de las Carretas;45000
Tacuarembó;Paso de las Flores;45000
Tacuarembó;Paso de las Toscas;45000
Tacuarembó;Paso del Cerro;45000
Tacuarembó;Paso del Medio;45000
Tacuarembó;Paso de los Novillos;45000
Tacuarembó;Paso de los Toros;45100
Tacuarembó;Paso de Perez;45000
Tacuarembó;Paso Hondo;45000
Tacuarembó;Paso Livindo;45000
Tacuarembó;Paso Victor;45000
Tacuarembó;Picada de Cuello;45000
Tacuarembó;Piedra Sola;45000
Tacuarembó;Pueblo Clavijo;45000
Tacuarembó;Pueblo de Arriba;45000
Tacuarembó;Pueblo del Barro;45000
Tacuarembó;Punta de Carretera;45000
Tacuarembó;Puntas de Cinco Sauces;45000
Tacuarembó;Puntas de Laureles;45200
Tacuarembó;Rincón de Freitas;45000
Tacuarembó;Rincón de Giloca;45000
Tacuarembó;Rincón de la Aldea;45000
Tacuarembó;Rincón de la Bolsa;45000
Tacuarembó;Rincón de la Laguna;45000
Tacuarembó;Rincón del Bonete;45100
Tacuarembó;Rincón de los Machado;45000
Tacuarembó;Rincón de Pereira;45000
Tacuarembó;Rincón de Zamora;45000
Tacuarembó;Rivera Chico;45000
Tacuarembó;San Benito;45200
Tacuarembó;San Gregorio de Polanco;45200
Tacuarembó;San Joaquín;45000
Tacuarembó;Sauce de Batovi;45000
Tacuarembó;Sauce de Tranqueras;45000
Tacuarembó;Sauce Solo;45000
Tacuarembó;Sauce Solo del Rio Negro;45000
Tacuarembó;Tacuarembó;45000
Tacuarembó;Tacuarembó Chico;45000
Tacuarembó;Tambores;45000
Tacuarembó;Tierras Coloradas;45000
Tacuarembó;Tres Guitarras;45000
Tacuarembó;Turupi;45000
Tacuarembó;Valle Eden;45000
Tacuarembó;Villa Ansina;45000
Tacuarembó;Zambullon;45000
Tacuarembó;Zapara;45000
Tacuarembó;Zapucay;45000
Treinta y Tres;Acosta;33000
Treinta y Tres;Arrayanes de Cebollati;33000
Treinta y Tres;Arrayanes de Corral de Cebollati;33000
Treinta y Tres;Arrocera Bonomo;33000
Treinta y Tres;Arrocera el Tigre;31100
Treinta y Tres;Arrocera la Catumbera;37100
Treinta y Tres;Arrocera la Querencia;37100
Treinta y Tres;Arrocera las Palmas;31100
Treinta y Tres;Arrocera los Ceibos;31100
Treinta y Tres;Arrocera los Teros;33000
Treinta y Tres;Arrocera Mini;31100
Treinta y Tres;Arrocera Procipa;33000
Treinta y Tres;Arrocera Rincón;37100
Treinta y Tres;Arrocera San Fernando;37100
Treinta y Tres;Arrocera Santa Fe;33000
Treinta y Tres;Arrocera Zapata;31100
Treinta y Tres;Arrozal Treinta y Tres;31100
Treinta y Tres;Avestruz Chico;33000
Treinta y Tres;Bañado de Oro;31100
Treinta y Tres;Barrio Abreu;33000
Treinta y Tres;Cañada Chica;33000
Treinta y Tres;Cañada de las Piedras;33000
Treinta y Tres;Cañada del Sauce;33000
Treinta y Tres;Cerro Chato;35200
Treinta y Tres;Cerro Pelado;33000
Treinta y Tres;Cerros de Amaro;33000
Treinta y Tres;Cipa Cebollati;33000
Treinta y Tres;Cipa Olimar;33000
Treinta y Tres;Cipa Secador;33000
Treinta y Tres;Corrales de Cebollati;30300
Treinta y Tres;Costas del Arroyo Malo;33000
Treinta y Tres;Costas del Sarandi;31100
Treinta y Tres;Costas de Tacuari;37100
Treinta y Tres;Cuchilla de Dionisio;33000
Treinta y Tres;Cuchilla de Olmos;31100
Treinta y Tres;Cuchilla de Olmos;33000
Treinta y Tres;Ejido de Treinta y Tres;33000
Treinta y Tres;El Bellaco;30300
Treinta y Tres;El Carmen;35200
Treinta y Tres;El Catete;33000
Treinta y Tres;Gral. Enrique Martinez;33000
Treinta y Tres;Higuerones;33000
Treinta y Tres;Julio María Sanz;33000
Treinta y Tres;La Calavera;33000
Treinta y Tres;La Calera;33000
Treinta y Tres;La Lata;33000
Treinta y Tres;Las Chacras;33000
Treinta y Tres;Las Pavas;35100
Treinta y Tres;Lechiguana de Corrales;33000
Treinta y Tres;Los Ceibos;33000
Treinta y Tres;María Albina;30300
Treinta y Tres;María Isabel;33000
Treinta y Tres;Mate Dulce;33000
Treinta y Tres;Mendizabal;33000
Treinta y Tres;Molles de Olimar;33000
Treinta y Tres;Noques de Olimar Chico;35100
Treinta y Tres;Olimar Grande;33000
Treinta y Tres;Palo A Pique;33000
Treinta y Tres;Panteon;30300
Treinta y Tres;Paso Ancho;33000
Treinta y Tres;Paso de Averias;35100
Treinta y Tres;Paso de la Atahona;35100
Treinta y Tres;Paso de la Laguna;33000
Treinta y Tres;Paso del Sauce;30300
Treinta y Tres;Paso de Piriz;31100
Treinta y Tres;Poblado Alonzo;33000
Treinta y Tres;Puntas de Leoncho;33000
Treinta y Tres;Puntas del Oro;33000
Treinta y Tres;Puntas de los Ceibos;33000
Treinta y Tres;Puntas del Parao;33000
Treinta y Tres;Puntas de Quebracho;33000
Treinta y Tres;Rincón;33000
Treinta y Tres;Rincón de Gadea;33000
Treinta y Tres;Rincón de Iguini;33000
Treinta y Tres;Rincón de los Francos;33000
Treinta y Tres;Rincón de Quintana;33000
Treinta y Tres;Rincón de Urtubey;35100
Treinta y Tres;Santa Clara de Olimar;35300
Treinta y Tres;Sauce de Corrales;30300
Treinta y Tres;Sierra del Yerbal;33000
Treinta y Tres;Siete Casas;31100
Treinta y Tres;Treinta y Tres;33000
Treinta y Tres;Tupambae;36100
Treinta y Tres;Valentines;35100
Treinta y Tres;Verde Alto;33000
Treinta y Tres;Vergara;31100
Treinta y Tres;Villa Passano;33000
Treinta y Tres;Villa Sara;33000
Treinta y Tres;Yerbal Chico;33000
Treinta y Tres;Yerbalito;33000
